frota,tipo,status_equipamento,dias_com_lancamento,dias_faltando,datas_faltantes
PL85KG - 01,PLACA VIBRATÓRIA,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
PL85KG - 02,PLACA VIBRATÓRIA,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
PLACA-VIB-01,PLACA VIBRATÓRIA,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
PLACA-VIB-02,PLACA VIBRATÓRIA,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
PMV_CBUQ02,OUTRO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
PR001,PRANCHA REBOQUE,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
PR007,PRANCHA REBOQUE,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
PR008,PRANCHA REBOQUE,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
PUR9775,CAMINHÃO PLATAFORMA,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
ROMP - 302 362,ROMPEDOR PNEUMÁTICO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
ROMP 18KG - 01,ROMPEDOR ELÉTRICO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
ROMP 18KG - 02,ROMPEDOR ELÉTRICO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
ROMP 18KG - 03,ROMPEDOR ELÉTRICO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
ROMP 30KG - 01,ROMPEDOR ELÉTRICO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
ROMP-02,ROMPEDOR PNEUMÁTICO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
ROMP-302021,ROMPEDOR PNEUMÁTICO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
ROMP-CBUQ01,ROMPEDOR PNEUMÁTICO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
ROMP-RET_PV,ROMPEDOR PNEUMÁTICO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
RT27,RETROESCAVADEIRA,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
RT28,RETROESCAVADEIRA,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SAP_COMP_01,SAPO COMPACTADOR,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SAP_COMP_02,SAPO COMPACTADOR,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SAP_COMP_03,SAPO COMPACTADOR,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SERRA-01,SERRA CLIPPER,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SERRA-02,SERRA CLIPPER,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SERRA-03,SERRA CLIPPER,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SERRA-04,SERRA CLIPPER,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SERRA-05,SERRA CLIPPER,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SERRA-06,SERRA CLIPPER,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SERRA-07,SERRA CLIPPER,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SERRA-COPASA,SERRA CLIPPER,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
SERRA01 COP,SERRA CLIPPER,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
TORRE 276B142,TORRE DE ILUMINAÇÃO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
TORRE 276B194,TORRE DE ILUMINAÇÃO,ativo,0,31,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
CB028,CAMINHÃO BASCULANTE,ativo,1,30,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07"
FA14,FRESADORA,ativo,1,30,"01/07, 02/07, 03/07, 04/07, 05/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
BUS0001,MICROÔNIBUS,ativo,2,29,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 29/07, 30/07, 31/07"
CB025,CAMINHÃO BASCULANTE,ativo,2,29,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 29/07, 30/07, 31/07"
CM06,CAVALO MECÂNICO,ativo,4,27,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07"
